gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,act,ao,at,ceq,dltt,intan,ivaeq,ivao,lct,lo,lt,mibn,ppent,pstk,revt,teq,txditc,costat,plot_act,plot_ppent,plot_ivaeq,plot_ivao,plot_intan,plot_ao,plot_lct,plot_txditc,plot_lo,plot_dltt,plot_ceq,plot_pstk,plot_mibn
8530,12/31/2016,2016,INDL,C,D,STD,PFE,PFIZER INC,USD,38949,5135,171615,59520,31398,107097,0,7116,31115,18509,111775,296,13318,24,52824,59840,30753,A,0.226955686,0.077603939,0,0.041464907,0.624053841,0.029921627,0.181306995,0.179197623,0.107851878,0.182956035,0.34682283,0.000139848,0.001724791
8530,12/31/2017,2017,INDL,C,D,STD,PFE,PFIZER INC,USD,41142,5082,171797,71287,33538,104693,0,7015,30427,32276,100141,348,13865,21,52546,71656,3900,A,0.239480317,0.080705717,0,0.040833076,0.609399466,0.029581425,0.177110194,0.022701211,0.187872896,0.195218776,0.414949039,0.000122237,0.002025647
8530,12/31/2018,2018,INDL,C,D,STD,PFE,PFIZER INC,USD,49926,4777,159422,63388,32909,88622,0,2712,31858,27197,95664,351,13385,19,53647,63758,3700,A,0.313168822,0.083959554,0,0.017011454,0.555895673,0.029964497,0.199834402,0.023208842,0.170597534,0.206426967,0.397611371,0.000119181,0.002201704
8530,12/31/2019,2019,INDL,C,D,STD,PFE,PFIZER INC,USD,32803,5412,167489,63126,37003,94023,17133,2838,37304,24157,104042,304,15280,17,51750,63447,5578,A,0.195851668,0.091229872,0.102293285,0.016944396,0.561368209,0.03231257,0.222725074,0.03330368,0.144230367,0.220927942,0.376896393,0.000101499,0.001815045
8530,12/31/2020,2020,INDL,C,D,STD,PFE,PFIZER INC,USD,35067,5749,154229,63238,38247,78048,16856,3216,25920,22526,90756,235,15293,0,41908,63473,4063,A,0.227369691,0.099157746,0.109292027,0.02085211,0.506052688,0.037275739,0.168061778,0.026343943,0.146055541,0.247988381,0.410026649,0,0.001523708
8530,12/31/2021,2021,INDL,C,D,STD,PFE,PFIZER INC,USD,59693,8375,181476,77201,38705,74354,16472,4860,42671,22288,104013,262,17722,0,81288,77463,349,A,0.328930547,0.097654786,0.090766823,0.026780401,0.409718089,0.046149353,0.23513302,0.001923119,0.122815138,0.213278891,0.425406114,0,0.001443717
8530,12/31/2022,2022,INDL,C,D,STD,PFE,PFIZER INC,USD,51259,16997,197205,95661,35482,94747,11033,3893,42138,22645,101288,256,19276,0,100330,95917,1023,A,0.259927487,0.097746,0.055946857,0.019740879,0.480449279,0.086189498,0.213676124,0.005187495,0.114829746,0.179924444,0.48508405,0,0.001298142
10115,12/31/2010,2010,INDL,C,D,STD,SYK,STRYKER CORP,USD,7631.4,641.9,10895.1,7173.6,996.5,1775.3,0,48.2,1605,776,3721.5,0,798.3,0,7320,7173.6,344,A,0.700443319,0.073271471,0,0.004424007,0.16294481,0.058916394,0.14731393,0.031573827,0.071224679,0.091463135,0.658424429,0,0
10115,12/31/2011,2011,INDL,C,D,STD,SYK,STRYKER CORP,USD,7211,741,12405,7683,1751,3514,0,51,1828,692,4722,0,888,0,8307,7683,451,A,0.581297864,0.071584039,0,0.004111245,0.283272874,0.059733978,0.147359936,0.036356308,0.055783958,0.141152761,0.619347037,0,0
10115,12/31/2012,2012,INDL,C,D,STD,SYK,STRYKER CORP,USD,8148,487,13206,8597,1746,3566,0,57,1876,805,4609,0,948,0,8657,8597,182,A,0.616992276,0.071785552,0,0.00431622,0.270028775,0.036877177,0.142056641,0.013781614,0.060957141,0.132212631,0.650991973,0,0
10115,12/31/2013,2013,INDL,C,D,STD,SYK,STRYKER CORP,USD,8335,422,15743,9047,2739,5833,0,72,2657,903,6696,0,1081,0,9021,9047,397,A,0.529441657,0.068665439,0,0.004573461,0.370513879,0.026805564,0.168773423,0.025217557,0.057358826,0.173982087,0.574668106,0,0
10115,12/31/2014,2014,INDL,C,D,STD,SYK,STRYKER CORP,USD,9673,658,17713,8595,3246,6204,0,80,4464,935,9118,0,1098,0,9675,8595,473,A,0.546096088,0.06198837,0,0.004516457,0.350251228,0.037147858,0.252018292,0.026703551,0.052786089,0.183255236,0.485236832,0,0
10115,12/31/2015,2015,INDL,C,D,STD,SYK,STRYKER CORP,USD,7944,1174,16247,8511,3253,5930,0,0,3503,945,7736,0,1199,0,9946,8511,35,A,0.488951806,0.07379824,0,0,0.36499046,0.072259494,0.215609036,0.002154244,0.058164584,0.200221579,0.523850557,0,0
10115,12/31/2016,2016,INDL,C,D,STD,SYK,STRYKER CORP,USD,7861,1141,20435,9550,6686,9864,0,0,3148,996,10885,0,1569,0,11325,9550,55,A,0.384683142,0.076780034,0,0,0.482701248,0.055835576,0.154049425,0.002691461,0.048739907,0.327183753,0.467335454,0,0
10115,12/31/2017,2017,INDL,C,D,STD,SYK,STRYKER CORP,USD,7993,1584,22197,9966,6590,10645,0,0,3485,2095,12217,14,1975,0,12444,9980,47,A,0.360093706,0.088975988,0,0,0.479569311,0.071360995,0.157003199,0.002117403,0.094382124,0.296886967,0.448979592,0,0.000630716
10115,12/31/2018,2018,INDL,C,D,STD,SYK,STRYKER CORP,USD,9733,2479,27229,11730,8486,12726,0,0,4807,2152,15499,0,2291,0,13601,11730,54,A,0.357449778,0.084138235,0,0,0.467369349,0.091042638,0.176539719,0.00198318,0.079033384,0.311653017,0.430790701,0,0
10115,12/31/2019,2019,INDL,C,D,STD,SYK,STRYKER CORP,USD,11360,2560,30167,12807,10532,13296,0,0,4400,2320,17360,0,2951,0,14884,12807,108,A,0.376570425,0.097822124,0,0,0.440746511,0.084860941,0.145854742,0.003580071,0.076905228,0.349123214,0.424536745,0,0
10115,12/31/2020,2020,INDL,C,D,STD,SYK,STRYKER CORP,USD,9707,3116,34330,13084,13555,18332,0,0,5041,2533,21246,0,3175,0,14351,13084,117,A,0.282755607,0.092484707,0,0,0.533993592,0.090766094,0.146839499,0.003408098,0.073783863,0.39484416,0.381124381,0,0
10115,12/31/2021,2021,INDL,C,D,STD,SYK,STRYKER CORP,USD,10017,3604,34631,14877,12782,17758,0,0,4549,2355,19754,0,3252,0,17108,14877,68,A,0.289249516,0.093904305,0,0,0.512777569,0.104068609,0.131356299,0.001963559,0.068002657,0.369091277,0.429586209,0,0
10115,12/31/2022,2022,INDL,C,D,STD,SYK,STRYKER CORP,USD,10275,3401,36884,16616,12214,19765,0,0,6303,1684,20268,0,3443,0,18449,16616,67,A,0.278576076,0.093346709,0,0,0.535869212,0.092208003,0.170887106,0.001816506,0.045656653,0.331146296,0.450493439,0,0
10867,12/31/2010,2010,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3432,266,43088,17763,9003,0,1137,0,2952,1813,25325,0,38253,0,16965,17763,11557,A,0.079650947,0.887787783,0.026387857,0,0,0.006173413,0.068510954,0.26821853,0.04207668,0.208944486,0.41224935,0,0
10867,12/31/2011,2011,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3727,260,45096,18578,8697,0,1175,0,3317,2136,26518,0,39934,0,19557,18578,12368,A,0.082645911,0.885533085,0.026055526,0,0,0.005765478,0.073554195,0.274259358,0.04736562,0.192855242,0.411965585,0,0
10867,12/31/2012,2012,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3614,283,47153,19877,8801,0,1259,0,3119,2248,27276,0,41997,0,20926,19877,13108,A,0.076644116,0.890653829,0.026700316,0,0,0.006001739,0.066146375,0.277988675,0.047674591,0.186647721,0.421542638,0,0
10867,12/31/2013,2013,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3990,671,49731,21225,8872,0,1321,0,3791,1680,28506,0,43749,0,21963,21225,14163,A,0.080231646,0.879712855,0.026562908,0,0,0.01349259,0.076230118,0.284792182,0.033781746,0.178399791,0.426796163,0,0
10867,12/31/2014,2014,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,4679,375,52716,21189,11018,0,1390,0,3765,2064,31527,0,46272,0,23988,21189,14680,A,0.088758631,0.877760073,0.026367706,0,0,0.00711359,0.071420442,0.278473329,0.039153198,0.209006753,0.401946278,0,0
10867,12/31/2015,2015,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,4130,194,54600,20702,13607,0,1410,0,3206,1844,33898,0,48866,0,21813,20702,15241,A,0.075641026,0.894981685,0.025824176,0,0,0.003553114,0.058717949,0.279139194,0.033772894,0.249212454,0.379157509,0,0
10867,12/31/2016,2016,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3596,276,55718,19932,14249,0,1457,0,3640,1901,35786,0,50389,0,19941,19932,15996,A,0.064539287,0.904357658,0.026149539,0,0,0.004953516,0.065328978,0.287088553,0.034118238,0.255734233,0.357729997,0,0
10867,12/31/2017,2017,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,4006,386,57806,24856,16144,0,1809,0,3939,1931,32950,0,51605,0,21240,24856,10936,A,0.069300765,0.892727399,0.031294329,0,0,0.006677508,0.068141715,0.189184514,0.033404837,0.279278968,0.429989966,0,0
10867,12/31/2018,2018,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,4163,393,59147,20423,20925,0,1912,0,4626,1871,38724,0,52679,0,22832,20423,11302,A,0.070383959,0.890645341,0.032326238,0,0,0.006644462,0.078211913,0.191083233,0.03163305,0.353779566,0.345292238,0,0
10867,12/31/2019,2019,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3459,436,61673,18128,25414,0,2050,0,4351,1788,43545,0,55728,0,21708,18128,11992,A,0.056086132,0.903604495,0.033239829,0,0,0.007069544,0.070549511,0.194444895,0.028991617,0.412076598,0.293937379,0,0
10867,12/31/2020,2020,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,4214,249,62398,16958,26943,0,2164,0,4173,2077,45440,0,55771,0,19533,16958,12247,A,0.067534216,0.893794673,0.034680599,0,0,0.003990513,0.066877143,0.196272316,0.033286323,0.431792686,0.271771531,0,0
10867,12/31/2021,2021,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3551,1075,63525,14161,28992,0,2241,0,5744,1953,49364,0,56658,0,21804,14161,12675,A,0.055899252,0.891900826,0.03527745,0,0,0.016922471,0.090421094,0.199527745,0.030743802,0.456387249,0.22292011,0,0
10867,12/31/2022,2022,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,3952,1412,65449,12163,32948,0,2375,0,5520,1785,53286,0,57710,0,24875,12163,13033,A,0.060382894,0.88175526,0.036287797,0,0,0.02157405,0.084340479,0.199132149,0.027273144,0.503414873,0.185839356,0,0
12141,6/30/2010,2010,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,55676,1501,86113,46175,4939,13552,0,7754,26147,8623,39938,0,7630,0,62484,46175,229,A,0.646545818,0.088604508,0,0.090044476,0.157374612,0.017430585,0.30363592,0.002659297,0.100135868,0.057354871,0.536214044,0,0
12141,6/30/2011,2011,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,74918,1434,108704,57083,11921,13325,0,10865,28774,9470,51621,0,8162,0,69943,57083,1456,A,0.68919267,0.075084634,0,0.099950324,0.122580586,0.013191787,0.264700471,0.013394171,0.087117309,0.109664778,0.525123271,0,0
12141,6/30/2012,2012,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,85084,1520,121271,66363,10713,16622,0,9776,32688,9614,54908,0,8269,0,73723,66363,1893,A,0.701602197,0.068186129,0,0.080612842,0.137064921,0.012533912,0.269545068,0.015609668,0.079276991,0.088339339,0.547228934,0,0
12141,6/30/2013,2013,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,101466,2392,142431,78944,12601,17738,0,10844,37417,11760,63487,0,9991,0,77849,78944,1709,A,0.712387051,0.070146246,0,0.076135111,0.124537495,0.016794097,0.262702642,0.011998792,0.082566295,0.088470909,0.554261362,0,0
12141,6/30/2014,2014,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,114246,3422,172384,89784,20645,27108,0,14597,45625,13602,82600,0,13011,0,86451,89784,2728,A,0.662741322,0.075476842,0,0.084677232,0.157253573,0.01985103,0.264670735,0.015825135,0.078905235,0.119761695,0.520837201,0,0
12141,6/30/2015,2015,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,124712,2953,176223,80083,27808,21774,0,12053,49858,15639,96140,0,14731,0,93580,80083,2835,A,0.707694228,0.083592948,0,0.068396293,0.123559354,0.016757177,0.282925611,0.016087571,0.08874551,0.15780006,0.454441248,0,0
12141,6/30/2016,2016,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,139660,3642,193694,71997,41544,21605,0,10431,59357,19320,121697,0,18356,0,85320,71997,1476,A,0.721034209,0.094768036,0,0.053852985,0.111541917,0.018802854,0.306447283,0.007620267,0.099744959,0.214482638,0.371704854,0,0
12141,6/30/2017,2017,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,159851,6250,241086,72394,78473,45228,0,6023,64527,25161,168692,0,23734,0,89950,72394,531,A,0.663045552,0.098446198,0,0.024982786,0.187601105,0.025924359,0.267651378,0.002202534,0.104365247,0.325497955,0.300282887,0,0
12141,6/30/2018,2018,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,169662,5642,258848,82718,81935,43736,0,3662,58488,35166,176130,0,36146,0,110360,82718,541,A,0.655450303,0.139641798,0,0.014147299,0.168964025,0.021796576,0.225955001,0.00209003,0.135855792,0.316537118,0.31956206,0,0
12141,6/30/2019,2019,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,175552,12523,286556,102330,79107,49776,0,4849,69420,35466,184226,0,43856,0,125843,102330,233,A,0.6126272,0.153045129,0,0.016921649,0.173704267,0.043701755,0.242256313,0.000813105,0.123766384,0.276061224,0.357102975,0,0
12141,6/30/2020,2020,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,181915,10438,301311,118304,76205,50389,0,5665,72310,34288,183007,0,52904,0,143015,118304,204,A,0.603744968,0.175579385,0,0.018801172,0.167232527,0.034641948,0.239984601,0.000677041,0.113796045,0.252911444,0.39263087,0,0
12141,6/30/2021,2021,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,184406,11675,333779,141988,71453,57511,0,9384,88657,31483,191791,0,70803,0,168088,141988,198,A,0.552479335,0.212125388,0,0.028114411,0.172302631,0.034978234,0.265615872,0.000593207,0.09432289,0.214072785,0.425395247,0,0
12141,6/30/2022,2022,INDL,C,D,STD,MSFT,MICROSOFT CORP,USD,169684,18097,364840,166542,72363,78822,0,10691,95082,30623,198298,0,87546,0,198270,166542,230,A,0.465091547,0.239957242,0,0.029303256,0.21604539,0.049602566,0.260612871,0.000630413,0.083935424,0.198341739,0.456479553,0,0
143357,8/31/2010,2010,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,9563.625,1675.492,12835.253,2835.746,1.445,841.234,0,95.333,6567.604,2923.505,9560.53,438.977,659.569,0,23094.078,3274.723,67.976,A,0.745106076,0.0513873,0,0.007427434,0.065540897,0.130538292,0.511684811,0.005296039,0.227771513,0.000112581,0.220934172,0,0.034200884
143357,8/31/2011,2011,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,11471.183,2253.548,15731.51,3878.951,0,1131.991,0,89.557,7906.589,3401.792,11380.638,471.921,785.231,0,27352.914,4350.872,72.257,A,0.72918512,0.049914535,0,0.005692842,0.07195692,0.143250584,0.502595682,0.004593138,0.216240653,0,0.246572071,0,0.029998455
143357,8/31/2012,2012,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,12587.931,2042.276,16665.415,4145.833,0.022,1215.383,0,40.331,8109.205,3826.216,12040.987,478.595,779.494,0,29777.985,4624.428,105.544,A,0.755332585,0.046773153,0,0.002420042,0.072928457,0.122545763,0.486588843,0.006333116,0.229590202,0,0.248768663,0,0.028717857
143357,8/31/2013,2013,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,11844.178,2362.532,16867.049,4960.186,25.6,1818.586,0,62.078,8160.99,3077.812,11439.22,467.643,779.675,0,30394.285,5427.829,174.818,A,0.702208074,0.046224743,0,0.00368043,0.10781886,0.140067892,0.483842194,0.010364469,0.182474836,0.001517752,0.294075508,0,0.027725241
143357,8/31/2014,2014,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,11904.442,2343.97,17930.452,5731.977,26.403,2793.774,0,94.822,8158.079,3261.899,11645.115,553.302,793.444,0.058,31874.678,6285.337,198.734,A,0.66392314,0.044251199,0,0.005288322,0.155811688,0.13072565,0.45498457,0.011083602,0.181919508,0.001472523,0.319678333,0,0.030858229
143357,8/31/2015,2015,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,11579.394,2429.512,18266.058,6133.667,25.587,3394.74,0,60.528,8532.199,2947.111,11618.487,513.846,801.884,0.058,32914.424,6647.571,113.59,A,0.633929554,0.043900222,0,0.003313687,0.185849623,0.133006914,0.467106751,0.006218638,0.16134357,0.001400795,0.335795879,0,0.028131193
143357,8/31/2016,2016,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,11976.222,3289.874,20609.004,7555.205,24.457,4119.588,0,266.778,8878.924,3405.227,12419.628,634.114,956.542,0.057,34797.661,8189.376,111.02,A,0.581116002,0.046413791,0,0.01294473,0.199892629,0.159632848,0.430827419,0.005386966,0.165230062,0.001186714,0.366597289,0,0.030768784
143357,8/31/2017,2017,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,12097.289,3486.721,22689.89,8949.42,22.163,5712.734,0,252.548,9824.279,2996.15,12979.69,760.723,1140.598,0.057,36765.478,9710.2,137.098,A,0.533157675,0.050268996,0,0.01113042,0.251774425,0.153668484,0.43298046,0.006042251,0.132047797,0.000976779,0.394423243,0,0.033526958
143357,8/31/2018,2018,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,13585.559,3290.814,24449.083,10364.696,19.676,6070.122,0,238.568,10151.751,3427.339,13724.495,359.835,1264.02,0.057,41603.428,10724.588,125.729,A,0.555667425,0.051700099,0,0.009757748,0.24827606,0.134598668,0.415220113,0.005142483,0.140182722,0.000804775,0.423929846,0,0.01471773
143357,8/31/2019,2019,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,15450.601,5590.469,29789.88,14408.951,16.247,7046.329,0,311.315,11061.896,3750.814,14962.189,418.683,1391.166,0.057,43215.013,14827.691,133.232,A,0.518652677,0.046699282,0,0.010450361,0.23653432,0.187663361,0.371330667,0.004472391,0.125909,0.000545387,0.483686104,0,0.014054538
143357,8/31/2020,2020,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,17749.756,5493.114,37078.593,17000.479,2721.636,8739.038,240.446,127.325,12662.59,4015.491,19579.42,498.637,4728.914,0.057,44327.039,17499.173,179.703,A,0.478706298,0.127537579,0.006484766,0.003433922,0.23568958,0.148147854,0.341506756,0.004846543,0.108296747,0.073401814,0.458498493,0,0.01344811
143357,8/31/2021,2021,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,19666.511,5483.049,43175.843,19529.397,2750.39,12836.799,184.157,183.703,15708.867,4375.836,23078.729,567.66,4821.624,0.057,50533.389,20097.114,243.636,A,0.45549802,0.111674114,0.004265279,0.004254763,0.29731438,0.126993444,0.363834633,0.005642878,0.101349173,0.063702057,0.452322309,0,0.01314763
143357,8/31/2022,2022,INDL,C,D,STD,ACN,ACCENTURE PLC,USD,21610.871,5545.927,47263.39,22106.04,2608.983,15064.101,164.164,200.652,17523.496,4065.239,24516.302,640.991,4677.675,0.057,61594.305,22747.088,318.584,A,0.457243355,0.098970366,0.003473386,0.0042454,0.31872663,0.117340864,0.370762571,0.006740608,0.086012429,0.055200928,0.467720153,0,0.013562104
147579,12/31/2010,2010,INDL,C,D,STD,NFLX,NETFLIX INC,USD,640.967,210.943,982.067,290.164,234.123,1.587,0,0,388.579,69.201,691.903,0,128.57,0,2162.625,290.164,0,A,0.652671355,0.130917748,0,0,0.001615979,0.214794917,0.395674633,0,0.070464642,0.238398195,0.29546253,0,0
147579,12/31/2011,2011,INDL,C,D,STD,NFLX,NETFLIX INC,USD,1830.857,1101.986,3069.196,642.81,431.8,0,0,0,1225.055,769.531,2426.386,0,136.353,0,3204.577,642.81,0,A,0.596526582,0.044426293,0,0,0,0.359047125,0.399145248,0,0.250727226,0.140688311,0.209439215,0,0
147579,12/31/2012,2012,INDL,C,D,STD,NFLX,NETFLIX INC,USD,2240.791,1595.418,3967.89,744.673,412.016,0,0,0,1675.926,1135.275,3223.217,0,131.681,0,3609.282,744.673,0,A,0.564731129,0.033186656,0,0,0,0.402082215,0.422372092,0,0.286115543,0.103837556,0.18767481,0,0
147579,12/31/2013,2013,INDL,C,D,STD,NFLX,NETFLIX INC,USD,3058.763,2220.195,5412.563,1333.561,529.5,0,0,0,2154.203,1395.299,4079.002,0,133.605,0,4374.562,1333.561,0,A,0.565122845,0.024684239,0,0,0,0.410192916,0.398000541,0,0.257788962,0.097827961,0.246382536,0,0
147579,12/31/2014,2014,INDL,C,D,STD,NFLX,NETFLIX INC,USD,3940.469,2966.307,7056.651,1857.708,928.4,0,0,0,2663.154,1607.389,5198.943,0,149.875,0,5504.656,1857.708,0,A,0.558404971,0.021238828,0,0,0,0.4203562,0.377396303,0,0.227783548,0.131563825,0.263256324,0,0
147579,12/31/2015,2015,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5431.84,4597.619,10202.871,2223.426,2371.362,0,0,0,3529.624,2078.459,7979.445,0,173.412,0,6779.511,2223.426,0,A,0.532383483,0.016996392,0,0,0,0.450620124,0.345944196,0,0.203713151,0.232421051,0.217921603,0,0
147579,12/31/2016,2016,INDL,C,D,STD,NFLX,NETFLIX INC,USD,5720.291,7615.924,13586.61,2679.8,3364.311,0,0,0,4586.657,2955.842,10906.81,0,250.395,0,8830.669,2679.8,0,A,0.421024155,0.018429542,0,0,0,0.560546303,0.337586565,0,0.21755552,0.247619605,0.19723831,0,0
147579,12/31/2017,2017,INDL,C,D,STD,NFLX,NETFLIX INC,USD,7669.974,11022.064,19012.742,3581.956,6499.432,0,0,1.3,5466.312,3465.042,15430.786,0,319.404,0,11692.713,3581.956,0,A,0.403412301,0.016799471,0,0,0,0.579719853,0.28750782,0,0.18224841,0.341846116,0.188397655,0,0
147579,12/31/2018,2018,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9694.135,15860.686,25974.4,5238.765,10360.058,0,0,1.298,6487.32,3888.257,20735.635,0,418.281,0,15794.341,5238.765,0,A,0.373218823,0.016103587,0,0,0,0.610627618,0.249758223,0,0.149695739,0.398856489,0.201689548,0,0
147579,12/31/2019,2019,INDL,C,D,STD,NFLX,NETFLIX INC,USD,6178.504,25698.662,33975.712,7582.157,16181.872,0,0,1.325,6855.696,3355.987,26393.555,0,2097.221,0,20156.447,7582.157,0,A,0.181850611,0.061727065,0,0,0,0.756383325,0.201782261,0,0.098776061,0.476277642,0.223164036,0,0
147579,12/31/2020,2020,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9761.58,26520.617,39280.359,11065.24,17754.726,0,0,0.253,7805.785,2654.608,28215.119,0,2997.909,0,24996.056,11065.24,0,A,0.248510458,0.076320815,0,0,0,0.675162287,0.198719798,0,0.067581052,0.452000095,0.281699055,0,0
147579,12/31/2021,2021,INDL,C,D,STD,NFLX,NETFLIX INC,USD,8069.825,32744.666,44584.663,15849.248,17101.558,0,0,0.146,8488.966,3144.891,28735.415,0,3770.026,0,29697.844,15849.248,0,A,0.181000022,0.084558809,0,0,0,0.734437894,0.190401035,0,0.070537507,0.383574908,0.355486549,0,0
147579,12/31/2022,2022,INDL,C,D,STD,NFLX,NETFLIX INC,USD,9266.473,35702.794,48594.768,20777.401,16575.579,0,0,0.122,7930.974,3310.814,27817.367,0,3625.379,0,31615.55,20777.401,0,A,0.190688697,0.074604307,0,0,0,0.734704485,0.163206335,0,0.068131079,0.341098017,0.427564568,0,0
